country,year,gdp_growth_rate,inflation_rate
Japan,2016,0.753826745903538,-0.127258844489754
Japan,2017,1.67533175166503,0.484199796126385
Japan,2018,0.643391023460339,0.989094598021848
Japan,2019,-0.402169200910933,0.46877615938395
Japan,2020,-4.14711889947692,-0.024995834027731
Japan,2021,2.55932023865617,-0.233352779398264
Japan,2022,0.954736937781391,2.49770278172255
Japan,2023,1.67901952310368,3.26813365933163
"Korea, Rep.",2000,9.06083332508534,2.25916580080157
"Korea, Rep.",2001,4.85239957151281,4.06657587897792
"Korea, Rep.",2002,7.72514267547173,2.76226210296599
"Korea, Rep.",2003,3.14729119373409,3.51487451459939
"Korea, Rep.",2004,5.19739136324382,3.59066298882578
"Korea, Rep.",2005,4.30854271411236,2.75379162735039
"Korea, Rep.",2006,5.26432659466724,2.24234028518921
"Korea, Rep.",2007,5.79954841503216,2.53457382137932
"Korea, Rep.",2008,3.01298487281167,4.67389655533408
"Korea, Rep.",2009,0.792698989518186,2.7564965449393
"Korea, Rep.",2010,6.80482491783671,2.93928652655686
"Korea, Rep.",2011,3.68566778212526,4.0259650043609
"Korea, Rep.",2012,2.40253099246186,2.18707104433314
"Korea, Rep.",2013,3.16470863647184,1.30134754547413
"Korea, Rep.",2014,3.2024537945736,1.27477446401322
"Korea, Rep.",2015,2.80910326824133,0.70633177245575
"Korea, Rep.",2016,2.94688171508626,0.971685739912168
"Korea, Rep.",2017,3.15963574012777,1.94433230786366
"Korea, Rep.",2018,2.90740377377135,1.47583935002645
"Korea, Rep.",2019,2.24397786011012,0.383000303608136
"Korea, Rep.",2020,-0.709415359397681,0.537288023411737
"Korea, Rep.",2021,4.30473481906969,2.49833333333339
"Korea, Rep.",2022,2.61267219187226,5.08951365062842
"Korea, Rep.",2023,1.35673324311098,3.5974562502901
Mexico,2000,5.02928399378261,9.49156149435403
Mexico,2001,-0.450845253215945,6.36773806235037
Mexico,2002,-0.236588001922641,5.03072733151295
Mexico,2003,1.18554486709559,4.54690012118718
Mexico,2004,3.56544100946846,4.68840884843143
Mexico,2005,2.11324712586392,3.98805714597437
Mexico,2006,4.80501352746852,3.62946762439132
Mexico,2007,2.07786393438754,3.96684905458235
Mexico,2008,0.943331863036903,5.12498274575896
Mexico,2009,-6.29525055780502,5.29735584228856
Mexico,2010,4.9713345832195,4.15672722680174
Mexico,2011,3.44404505794418,3.40737824605742
Mexico,2012,3.55321075993527,4.11150981070289
Mexico,2013,0.852101559410627,3.80639069747204
Mexico,2014,2.50376350288664,4.01861608078679
Mexico,2015,2.70232342550646,2.72064064964023
Mexico,2016,1.77249323845399,2.8217078474766
Mexico,2017,1.87172853327193,6.04145724018986
Mexico,2018,1.97208210249194,4.89935015356551
Mexico,2019,-0.392690521579212,3.63596142127046
Mexico,2020,-8.3540345574586,3.39683415570006
Mexico,2021,6.04848344290505,5.68920847683753
Mexico,2022,3.68911109348025,7.8962761916855
Mexico,2023,3.19998116598492,5.52796087314389
Netherlands,2000,4.21975373727024,2.36052233801948
Netherlands,2001,2.32357563856982,4.15584127195613
Netherlands,2002,0.245785859471141,3.28753104712771
Netherlands,2003,0.0978322478940328,2.09199838997655
Netherlands,2004,2.0163100164134,1.2636473918318
Netherlands,2005,2.03396324858144,1.68813017869623
Netherlands,2006,3.53737521855268,1.10150106517702
Netherlands,2007,3.88530650838888,1.61385859802103
Netherlands,2008,2.11681586191865,2.48650198289454
Netherlands,2009,-3.66529044506595,1.1897768702155
Netherlands,2010,1.31932023296244,1.27530569556683
Netherlands,2011,1.77334520657246,2.34107017751373
Netherlands,2012,-0.977877008513829,2.45554765291604
Netherlands,2013,-0.0302324516552943,2.50689852657885
Netherlands,2014,1.61261007449123,0.976035079699679
Netherlands,2015,2.12060522421717,0.600248147278776
Netherlands,2016,2.42428576536633,0.316666666666743
Netherlands,2017,2.7815460987956,1.38145871407206
Netherlands,2018,2.25874039624952,1.7034979474447
Netherlands,2019,2.30009159476197,2.63369910249601
Netherlands,2020,-3.86795339323423,1.27246037789161
Netherlands,2021,6.27683073230526,2.67572008805385
Netherlands,2022,5.00723459045037,10.0012078753473
Netherlands,2023,0.0745607216494903,3.83839354342808
Russian Federation,2000,10.0000668136515,20.7987606558704
Russian Federation,2001,5.10005122572568,21.4770072117159
Russian Federation,2002,4.69999190914258,15.7887307914463
Russian Federation,2003,7.29995234528189,13.6632930228666
Russian Federation,2004,7.19994786954857,10.8886157326216
Russian Federation,2005,6.39996544799469,12.6853039507349
Russian Federation,2006,8.20006825456321,9.66865454789265
Russian Federation,2007,8.49997776916511,9.00729868861079
Russian Federation,2008,5.19996926404957,14.1107677840442
Russian Federation,2009,-7.79999391271275,11.6473295764118
Russian Federation,2010,4.49999999920672,6.84939230255025
Russian Federation,2011,4.30002918567749,8.4404648593257
Russian Federation,2012,4.02408615746921,5.07474300799149
Russian Federation,2013,1.75542214874298,6.75371026220942
Russian Federation,2014,0.736267221765672,7.82341183865513
Russian Federation,2015,-1.97271922580408,15.5344050528403
Russian Federation,2016,0.193690071260534,7.04244762954799
Russian Federation,2017,1.82579006401834,3.68332944412233
Russian Federation,2018,2.80724541059601,2.87829723647884
Russian Federation,2019,2.19807571335009,4.47036660760173
Russian Federation,2020,-2.65365450102773,3.38165937237898
Russian Federation,2021,5.61429037578345,6.69445891957612
Russian Federation,2022,-2.06971152527731,
Russian Federation,2023,3.60000000000001,
Saudi Arabia,2000,4.71817952910665,-1.12499477854774
Saudi Arabia,2001,0.344583362943069,-1.12094477457175
Saudi Arabia,2002,-0.688407962710954,0.24718651429923
Saudi Arabia,2003,8.76875651851432,0.612194395125212
Saudi Arabia,2004,8.63097688883705,0.515506766998081
Saudi Arabia,2005,5.94489403534072,0.479230397826084
Saudi Arabia,2006,3.31351693671738,2.20902407871182
Saudi Arabia,2007,2.21361714815569,4.16782330119979
Saudi Arabia,2008,6.23802004687759,9.87024791275994
Saudi Arabia,2009,-1.0667099999425,5.05722314693633
Saudi Arabia,2010,5.03949284261405,5.33941680637454
Saudi Arabia,2011,10.9937616764876,5.82621608838862
Saudi Arabia,2012,5.40891607761418,2.86626887489915
Saudi Arabia,2013,2.53477827137303,3.53252470694918
Saudi Arabia,2014,3.81142279142699,2.23629031536978
Saudi Arabia,2015,4.5090590631757,1.20607322150109
Saudi Arabia,2016,1.88449273567737,2.06884036053473
Saudi Arabia,2017,0.911048655580274,-0.838194579675018
Saudi Arabia,2018,3.19922678028009,2.45814158007532
Saudi Arabia,2019,1.09773374954092,-2.09333333333329
Saudi Arabia,2020,-3.58153486307663,3.44545825956692
Saudi Arabia,2021,5.07511034987979,3.06328988941547
Saudi Arabia,2022,7.48598429134137,2.4740737192537
Saudi Arabia,2023,-0.754914810584665,2.32708518362692
Spain,2000,5.20064118585728,3.43351563418767
Spain,2001,3.91908879065753,3.58983413338112
Spain,2002,2.75545615332646,3.06565685902219
Spain,2003,2.93928966368206,3.03888839396655
Spain,2004,3.11453145202378,3.03924881090925
Spain,2005,3.55122551537241,3.36881409750383
Spain,2006,4.04343520720857,3.51557576832128
Spain,2007,3.53350012191149,2.78679745804946
Spain,2008,0.76716577493147,4.07534335957339
Spain,2009,-3.76813307179789,-0.28781308353524
Spain,2010,0.0941223166682619,1.79986457728769
Spain,2011,-0.639920691287372,3.1961018883379
Spain,2012,-2.8651136729107,2.44612782366809
Spain,2013,-1.4273221918188,1.40858109183019
Spain,2014,1.52048592279819,-0.151114837527235
Spain,2015,4.06086669718569,-0.500365709903242
Spain,2016,2.91515602808174,-0.202598000426452
Spain,2017,2.8960420808163,1.95607633363963
Spain,2018,2.39541120364247,1.6749813686379
Spain,2019,1.9611785315135,0.699518994458739
Spain,2020,-10.9400706591866,-0.322753017299739
Spain,2021,6.6831441850028,3.0931351197642
Spain,2022,6.17931222572963,8.39057634118627
Spain,2023,2.67566349258229,3.53236133492433
Switzerland,2000,3.95871971933516,1.5585291967901
Switzerland,2001,1.57566196744156,0.989020329832546
Switzerland,2002,-0.0732170840426534,0.642711506543278
Switzerland,2003,-0.0323984765377787,0.638272930887201
Switzerland,2004,2.70170920967028,0.802908730955227
Switzerland,2005,2.74969898498485,1.17195420333703
Switzerland,2006,4.07362844994275,1.05950928324802
Switzerland,2007,3.9163758177818,0.732350603122248
Switzerland,2008,2.80798363168692,2.42604117060158
Switzerland,2009,-2.29737463071545,-0.480481936423275
Switzerland,2010,3.24339733550173,0.688238707220026
Switzerland,2011,1.81310819203695,0.2313492076509
Switzerland,2012,1.17925383325108,-0.692552018105253
Switzerland,2013,1.79214405707484,-0.217323155115693
Switzerland,2014,2.34988127508626,-0.0132025387514939
Switzerland,2015,1.64462768699285,-1.14390867228183
Switzerland,2016,2.0686896670996,-0.434618664285835
Switzerland,2017,1.36279955711416,0.533787839825897
Switzerland,2018,2.86044579461633,0.936335464113563
Switzerland,2019,1.14198232505277,0.362886179940614
Switzerland,2020,-2.14173720650054,-0.725874933313384
Switzerland,2021,5.39188804141473,0.581814168489856
Switzerland,2022,2.56832817834069,2.83502798644463
Switzerland,2023,0.716066868695833,2.13540088016377
Turkiye,2000,6.93323970455904,54.9153705812683
Turkiye,2001,-5.75000655464257,54.4001887619075
Turkiye,2002,6.44772204681594,44.9641209479849
Turkiye,2003,5.76320606654714,21.6024384490572
Turkiye,2004,9.79593638920282,8.59826168115272
Turkiye,2005,8.99230493626517,8.17916036802002
Turkiye,2006,6.94798808571993,9.59724212288432
Turkiye,2007,5.04350793157104,8.75618090972639
Turkiye,2008,0.815024573007705,10.4441283764885
Turkiye,2009,-4.82315395301769,6.25097663090626
Turkiye,2010,8.42710432276191,8.56644420552976
Turkiye,2011,11.2001105833504,6.471879671151
Turkiye,2012,4.78849271108008,8.89156996512163
Turkiye,2013,8.48581699653026,7.49309030547693
Turkiye,2014,4.9397151613658,8.85457271364324
Turkiye,2015,6.08448690443663,7.67085364845877
Turkiye,2016,3.32308420845746,7.7751341532833
Turkiye,2017,7.50199748917491,11.1443110840765
